apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
51.23,0.0,47.85,0.88,clear-day,0.0,0.0,1013.03,Clear,51.23,2015-06-20 06:00:00-07:00,6.72,300.0,2.75
54.22,0.02,49.22,0.83,clear-day,0.0,0.0,1013.84,Clear,54.22,2015-06-20 07:00:00-07:00,6.58,291.0,5.39
55.65,0.26,51.52,0.86,partly-cloudy-day,0.0,0.0,1014.21,Partly Cloudy,55.65,2015-06-20 08:00:00-07:00,5.39,271.0,4.8
57.51,0.1,51.69,0.81,clear-day,0.0,0.0,1014.71,Clear,57.51,2015-06-20 09:00:00-07:00,6.64,265.0,8.24
60.42,0.25,52.1,0.74,partly-cloudy-day,0.0,0.0,1014.73,Partly Cloudy,60.42,2015-06-20 10:00:00-07:00,10.0,295.0,5.53
64.2,0.04,52.05,0.65,clear-day,0.0,0.0,1014.44,Clear,64.2,2015-06-20 11:00:00-07:00,9.78,287.0,6.98
66.89,0.04,52.61,0.6,clear-day,0.0,0.0,1014.08,Clear,66.89,2015-06-20 12:00:00-07:00,9.2,299.0,8.33
68.62,0.0,52.14,0.56,clear-day,0.0,0.0,1013.65,Clear,68.62,2015-06-20 13:00:00-07:00,9.9,283.0,11.83
69.58,0.0,52.37,0.54,clear-day,0.0,0.0,1013.46,Clear,69.58,2015-06-20 14:00:00-07:00,10.0,289.0,12.25
69.28,0.0,52.84,0.56,clear-day,0.0,0.0,1013.42,Clear,69.28,2015-06-20 15:00:00-07:00,10.0,288.0,11.69
67.39,0.0,52.99,0.6,clear-day,0.0,0.0,1013.57,Clear,67.39,2015-06-20 16:00:00-07:00,10.0,273.0,11.63
66.78,0.0,53.06,0.61,clear-day,0.0,0.0,1013.43,Clear,66.78,2015-06-20 17:00:00-07:00,10.0,303.0,10.05
66.45,0.0,52.98,0.62,clear-day,0.0,0.0,1013.0,Clear,66.45,2015-06-20 18:00:00-07:00,9.95,287.0,8.3
64.29,0.0,52.75,0.66,clear-day,0.0,0.0,1013.04,Clear,64.29,2015-06-20 19:00:00-07:00,9.56,288.0,6.8
62.62,0.02,52.56,0.7,clear-day,0.0,0.0,1013.19,Clear,62.62,2015-06-20 20:00:00-07:00,8.52,289.0,8.51
59.14,0.0,52.39,0.78,clear-night,0.0,0.0,1013.43,Clear,59.14,2015-06-20 21:00:00-07:00,9.2,302.0,7.14
